,symbol,metric,value
2685,ETR,Volume,"914,213"
2686,ETR,Avg. Volume,"1,154,080"
2687,ETR,Market Cap,22.77B
2688,ETR,Beta (5Y Monthly),0.58
2689,ETR,PE Ratio (TTM),21.36
2690,ETR,EPS (TTM),5.24
2691,ETR,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
2692,ETR,Forward Dividend & Yield,4.04 (3.86%)
2693,ETR,Ex-Dividend Date,4-May-22
2694,ETR,1y Target Est,122.94
2695,EOG,Previous Close,110.59
2696,EOG,Open,112.65
2697,EOG,Bid,114.55 x 1100
2698,EOG,Ask,113.74 x 3200
2699,EOG,Day's Range,112.02 - 115.17
2700,EOG,52 Week Range,62.81 - 147.99
2701,EOG,Volume,"4,825,765"
2702,EOG,Avg. Volume,"4,175,666"
2703,EOG,Market Cap,66.631B
2704,EOG,Beta (5Y Monthly),1.66
2705,EOG,PE Ratio (TTM),15.17
2706,EOG,EPS (TTM),7.5
2707,EOG,Earnings Date,4-Aug-22
2708,EOG,Forward Dividend & Yield,3.00 (2.71%)
2709,EOG,Ex-Dividend Date,14-Jul-22
2710,EOG,1y Target Est,152.38
2711,EPAM,Previous Close,326.01
2712,EPAM,Open,332.99
2713,EPAM,Bid,325.71 x 900
2714,EPAM,Ask,326.27 x 1000
2715,EPAM,Day's Range,320.16 - 333.99
2716,EPAM,52 Week Range,168.59 - 725.40
2717,EPAM,Volume,"339,155"
2718,EPAM,Avg. Volume,"820,620"
2719,EPAM,Market Cap,18.563B
2720,EPAM,Beta (5Y Monthly),1.76
2721,EPAM,PE Ratio (TTM),41.59
2722,EPAM,EPS (TTM),7.81
2723,EPAM,Earnings Date,"Aug 03, 2022 - Aug 08, 2022"
2724,EPAM,Forward Dividend & Yield,N/A (N/A)
2725,EPAM,Ex-Dividend Date,N/A
2726,EPAM,1y Target Est,451.54
2727,EFX,Previous Close,184.83
2728,EFX,Open,185.1
2729,EFX,Bid,186.43 x 900
2730,EFX,Ask,186.67 x 1000
2731,EFX,Day's Range,183.36 - 186.83
2732,EFX,52 Week Range,169.25 - 300.11
2733,EFX,Volume,"165,819"
2734,EFX,Avg. Volume,"1,068,574"
2735,EFX,Market Cap,22.802B
2736,EFX,Beta (5Y Monthly),1.51
2737,EFX,PE Ratio (TTM),30.16
2738,EFX,EPS (TTM),6.18
2739,EFX,Earnings Date,"Jul 19, 2022 - Jul 25, 2022"
2740,EFX,Forward Dividend & Yield,1.56 (0.89%)
2741,EFX,Ex-Dividend Date,24-May-22
2742,EFX,1y Target Est,238.65
2743,EQIX,Previous Close,689.17
2744,EQIX,Open,685.07
2745,EQIX,Bid,667.45 x 800
2746,EQIX,Ask,702.00 x 900
2747,EQIX,Day's Range,679.28 - 691.66
2748,EQIX,52 Week Range,606.12 - 885.26
2749,EQIX,Volume,"306,428"
2750,EQIX,Avg. Volume,"508,596"
2751,EQIX,Market Cap,62.402B
2752,EQIX,Beta (5Y Monthly),0.46
2753,EQIX,PE Ratio (TTM),126.72
2754,EQIX,EPS (TTM),5.41
2755,EQIX,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
2756,EQIX,Forward Dividend & Yield,12.40 (1.80%)
2757,EQIX,Ex-Dividend Date,17-May-22
2758,EQIX,1y Target Est,825.95
2759,EQR,Previous Close,71.82
2760,EQR,Open,71.64
2761,EQR,Bid,73.44 x 1200
2762,EQR,Ask,73.17 x 1000
2763,EQR,Day's Range,71.30 - 74.00
2764,EQR,52 Week Range,67.48 - 94.32
2765,EQR,Volume,"1,901,297"
2766,EQR,Avg. Volume,"1,825,624"
2767,EQR,Market Cap,28.558B
2768,EQR,Beta (5Y Monthly),0.83
2769,EQR,PE Ratio (TTM),21.16
2770,EQR,EPS (TTM),3.46
2771,EQR,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
2772,EQR,Forward Dividend & Yield,2.46 (3.42%)
2773,EQR,Ex-Dividend Date,24-Jun-22
2774,EQR,1y Target Est,87.45
2775,ESS,Previous Close,261.71
2776,ESS,Open,261.7
2777,ESS,Bid,266.63 x 800
2778,ESS,Ask,266.66 x 800
2779,ESS,Day's Range,260.39 - 269.53
2780,ESS,52 Week Range,250.62 - 363.36
2781,ESS,Volume,"527,942"
2782,ESS,Avg. Volume,"419,869"
2783,ESS,Market Cap,18.003B
2784,ESS,Beta (5Y Monthly),0.76
2785,ESS,PE Ratio (TTM),44.1
2786,ESS,EPS (TTM),6.04
2787,ESS,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
2788,ESS,Forward Dividend & Yield,8.80 (3.44%)
2789,ESS,Ex-Dividend Date,29-Jun-22
2790,ESS,1y Target Est,335.24
2791,EL,Previous Close,270.2
2792,EL,Open,268.64
2793,EL,Bid,262.49 x 1200
2794,EL,Ask,261.99 x 900
2795,EL,Day's Range,261.51 - 269.73
2796,EL,52 Week Range,225.39 - 374.20
2797,EL,Volume,"1,328,115"
2798,EL,Avg. Volume,"1,696,612"
2799,EL,Market Cap,93.936B
2800,EL,Beta (5Y Monthly),1.04
2801,EL,PE Ratio (TTM),28.72
2802,EL,EPS (TTM),9.15
2803,EL,Earnings Date,18-Aug-22
2804,EL,Forward Dividend & Yield,2.40 (0.97%)
2805,EL,Ex-Dividend Date,27-May-22
2806,EL,1y Target Est,308
2807,ETSY,Previous Close,83.62
2808,ETSY,Open,82.08
2809,ETSY,Bid,80.61 x 1000
2810,ETSY,Ask,80.58 x 1200
2811,ETSY,Day's Range,78.66 - 84.13
2812,ETSY,52 Week Range,67.01 - 307.75
2813,ETSY,Volume,"3,525,188"
2814,ETSY,Avg. Volume,"4,867,003"
2815,ETSY,Market Cap,10.252B
2816,ETSY,Beta (5Y Monthly),1.75
2817,ETSY,PE Ratio (TTM),26.88
2818,ETSY,EPS (TTM),3
2819,ETSY,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
2820,ETSY,Forward Dividend & Yield,N/A (N/A)
2821,ETSY,Ex-Dividend Date,N/A
2822,ETSY,1y Target Est,141.55
2823,RE,Previous Close,284.79
2824,RE,Open,282.67
2825,RE,Bid,282.84 x 800
2826,RE,Ask,283.05 x 900
2827,RE,Day's Range,280.92 - 284.58
2828,RE,52 Week Range,234.87 - 308.20
2829,RE,Volume,"147,332"
2830,RE,Avg. Volume,"254,106"
2831,RE,Market Cap,11.148B
2832,RE,Beta (5Y Monthly),0.65
2833,RE,PE Ratio (TTM),8.4
2834,RE,EPS (TTM),33.67
2835,RE,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
2836,RE,Forward Dividend & Yield,6.60 (2.32%)
2837,RE,Ex-Dividend Date,24-May-22
2838,RE,1y Target Est,N/A
2839,EVRG,Previous Close,64.11
2840,EVRG,Open,63.83
2841,EVRG,Bid,64.91 x 1100
2842,EVRG,Ask,64.92 x 900
2843,EVRG,Day's Range,63.51 - 65.10
2844,EVRG,52 Week Range,59.34 - 73.13
2845,EVRG,Volume,"823,554"
2846,EVRG,Avg. Volume,"1,214,074"
2847,EVRG,Market Cap,14.909B
2848,EVRG,Beta (5Y Monthly),0.47
2849,EVRG,PE Ratio (TTM),18.46
2850,EVRG,EPS (TTM),3.52
2851,EVRG,Earnings Date,"Aug 03, 2022 - Aug 08, 2022"
2852,EVRG,Forward Dividend & Yield,2.29 (3.57%)
2853,EVRG,Ex-Dividend Date,19-May-22
2854,EVRG,1y Target Est,73.89
2855,ES,Previous Close,83.35
2856,ES,Open,82.99
2857,ES,Bid,83.95 x 800
2858,ES,Ask,83.94 x 1000
2859,ES,Day's Range,82.65 - 84.11
2860,ES,52 Week Range,77.07 - 94.63
2861,ES,Volume,"1,234,655"
2862,ES,Avg. Volume,"1,487,490"
2863,ES,Market Cap,29.001B
2864,ES,Beta (5Y Monthly),0.43
2865,ES,PE Ratio (TTM),22.36
2866,ES,EPS (TTM),3.76
2867,ES,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
2868,ES,Forward Dividend & Yield,2.55 (3.06%)
2869,ES,Ex-Dividend Date,18-May-22
2870,ES,1y Target Est,93.53
2871,EXC,Previous Close,43.29
2872,EXC,Open,43.21
2873,EXC,Bid,43.90 x 1400
2874,EXC,Ask,43.91 x 1000
2875,EXC,Day's Range,43.09 - 44.15
2876,EXC,52 Week Range,31.51 - 50.71
2877,EXC,Volume,"4,278,045"
2878,EXC,Avg. Volume,"7,044,733"
2879,EXC,Market Cap,43.021B
2880,EXC,Beta (5Y Monthly),0.56
2881,EXC,PE Ratio (TTM),25.82
2882,EXC,EPS (TTM),1.7
2883,EXC,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
2884,EXC,Forward Dividend & Yield,1.35 (3.20%)
2885,EXC,Ex-Dividend Date,12-May-22
2886,EXC,1y Target Est,49.29
2887,EXPE,Previous Close,102.34
2888,EXPE,Open,102.94
2889,EXPE,Bid,100.92 x 1100
2890,EXPE,Ask,101.31 x 1000
2891,EXPE,Day's Range,100.25 - 103.97
2892,EXPE,52 Week Range,92.22 - 217.72
2893,EXPE,Volume,"2,391,241"
2894,EXPE,Avg. Volume,"3,586,403"
2895,EXPE,Market Cap,15.898B
2896,EXPE,Beta (5Y Monthly),1.54
2897,EXPE,PE Ratio (TTM),72.18
2898,EXPE,EPS (TTM),1.4
2899,EXPE,Earnings Date,"Aug 03, 2022 - Aug 08, 2022"
2900,EXPE,Forward Dividend & Yield,N/A (N/A)
2901,EXPE,Ex-Dividend Date,9-Mar-20
2902,EXPE,1y Target Est,185.69
2903,EXPD,Previous Close,100.49
2904,EXPD,Open,100.77
2905,EXPD,Bid,96.86 x 900
2906,EXPD,Ask,101.04 x 900
2907,EXPD,Day's Range,99.99 - 101.90
2908,EXPD,52 Week Range,93.77 - 137.80
2909,EXPD,Volume,"800,327"
2910,EXPD,Avg. Volume,"1,533,277"
2911,EXPD,Market Cap,16.908B
2912,EXPD,Beta (5Y Monthly),0.84
2913,EXPD,PE Ratio (TTM),11.62
2914,EXPD,EPS (TTM),8.65
2915,EXPD,Earnings Date,2-Aug-22
2916,EXPD,Forward Dividend & Yield,1.34 (1.40%)
2917,EXPD,Ex-Dividend Date,31-May-22
2918,EXPD,1y Target Est,108.64
2919,EXR,Previous Close,172.37
2920,EXR,Open,172.15
2921,EXR,Bid,172.56 x 800
2922,EXR,Ask,172.69 x 1100
2923,EXR,Day's Range,170.54 - 173.94
2924,EXR,52 Week Range,156.70 - 228.84
2925,EXR,Volume,"545,612"
2926,EXR,Avg. Volume,"763,700"
2927,EXR,Market Cap,24.213B
2928,EXR,Beta (5Y Monthly),0.47
2929,EXR,PE Ratio (TTM),27.87
2930,EXR,EPS (TTM),6.17
2931,EXR,Earnings Date,"Jun 28, 2022 - Jul 04, 2022"
2932,EXR,Forward Dividend & Yield,6.00 (3.48%)
2933,EXR,Ex-Dividend Date,14-Jun-22
2934,EXR,1y Target Est,210.08
2935,XOM,Previous Close,86.9
2936,XOM,Open,87.81
2937,XOM,Bid,89.07 x 1300
2938,XOM,Ask,89.12 x 900
2939,XOM,Day's Range,87.67 - 90.04
2940,XOM,52 Week Range,52.10 - 105.57
2941,XOM,Volume,"25,041,291"
2942,XOM,Avg. Volume,"29,036,320"
2943,XOM,Market Cap,375.101B
2944,XOM,Beta (5Y Monthly),1.04
2945,XOM,PE Ratio (TTM),14.76
2946,XOM,EPS (TTM),6.03
2947,XOM,Earnings Date,29-Jul-22
2948,XOM,Forward Dividend & Yield,3.52 (4.13%)
2949,XOM,Ex-Dividend Date,12-May-22
2950,XOM,1y Target Est,100.97
2951,FFIV,Previous Close,158.47
2952,FFIV,Open,158.47
2953,FFIV,Bid,153.81 x 800
2954,FFIV,Ask,158.58 x 1000
2955,FFIV,Day's Range,156.00 - 158.62
2956,FFIV,52 Week Range,147.47 - 249.00
2957,FFIV,Volume,"266,447"
2958,FFIV,Avg. Volume,"537,011"
2959,FFIV,Market Cap,9.508B
2960,FFIV,Beta (5Y Monthly),1.18
2961,FFIV,PE Ratio (TTM),27.71
2962,FFIV,EPS (TTM),5.68
2963,FFIV,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
2964,FFIV,Forward Dividend & Yield,N/A (N/A)
2965,FFIV,Ex-Dividend Date,N/A
2966,FFIV,1y Target Est,215.47
2967,FDS,Previous Close,388.76
2968,FDS,Open,390.62
2969,FDS,Bid,156.98 x 800
2970,FDS,Ask,627.88 x 900
2971,FDS,Day's Range,381.15 - 393.05
2972,FDS,52 Week Range,326.21 - 495.40
2973,FDS,Volume,"581,596"
2974,FDS,Avg. Volume,"290,672"
2975,FDS,Market Cap,14.875B
2976,FDS,Beta (5Y Monthly),N/A
2977,FDS,PE Ratio (TTM),36.11
2978,FDS,EPS (TTM),10.87
2979,FDS,Earnings Date,23-Jun-22
2980,FDS,Forward Dividend & Yield,3.56 (0.92%)
2981,FDS,Ex-Dividend Date,27-May-22
2982,FDS,1y Target Est,450.77
2983,FAST,Previous Close,51.9
2984,FAST,Open,51.67
2985,FAST,Bid,50.40 x 900
2986,FAST,Ask,51.75 x 800
2987,FAST,Day's Range,51.17 - 51.97
2988,FAST,52 Week Range,48.10 - 64.75
2989,FAST,Volume,"2,731,284"
2990,FAST,Avg. Volume,"3,387,561"
2991,FAST,Market Cap,29.569B
2992,FAST,Beta (5Y Monthly),1.27
2993,FAST,PE Ratio (TTM),30.22
2994,FAST,EPS (TTM),1.7
2995,FAST,Earnings Date,13-Jul-22
2996,FAST,Forward Dividend & Yield,1.24 (2.49%)
2997,FAST,Ex-Dividend Date,26-Apr-22
2998,FAST,1y Target Est,58.75
2999,FRT,Previous Close,99.53
3000,FRT,Open,99.55
3001,FRT,Bid,100.38 x 800
3002,FRT,Ask,100.41 x 800
3003,FRT,Day's Range,98.75 - 101.42
3004,FRT,52 Week Range,92.02 - 140.51
3005,FRT,Volume,"426,351"
3006,FRT,Avg. Volume,"511,804"
3007,FRT,Market Cap,8.029B
3008,FRT,Beta (5Y Monthly),1.1
3009,FRT,PE Ratio (TTM),30.51
3010,FRT,EPS (TTM),3.29
3011,FRT,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
3012,FRT,Forward Dividend & Yield,4.28 (4.52%)
3013,FRT,Ex-Dividend Date,21-Jun-22
3014,FRT,1y Target Est,129.88
3015,FDX,Previous Close,243.24
3016,FDX,Open,237.02
3017,FDX,Bid,241.28 x 1000
3018,FDX,Ask,241.50 x 1000
3019,FDX,Day's Range,240.21 - 247.77
3020,FDX,52 Week Range,192.82 - 302.65
3021,FDX,Volume,"2,460,756"
3022,FDX,Avg. Volume,"2,639,341"
3023,FDX,Market Cap,62.325B
3024,FDX,Beta (5Y Monthly),1.32
3025,FDX,PE Ratio (TTM),16.78
3026,FDX,EPS (TTM),14.33
3027,FDX,Earnings Date,"Sep 19, 2022 - Sep 23, 2022"
3028,FDX,Forward Dividend & Yield,4.60 (1.89%)
3029,FDX,Ex-Dividend Date,24-Jun-22
3030,FDX,1y Target Est,286.93
3031,FITB,Previous Close,35.22
3032,FITB,Open,35.45
3033,FITB,Bid,34.80 x 1400
3034,FITB,Ask,35.22 x 1200
3035,FITB,Day's Range,34.65 - 35.47
3036,FITB,52 Week Range,33.00 - 50.64
3037,FITB,Volume,"5,069,660"
3038,FITB,Avg. Volume,"5,768,409"
3039,FITB,Market Cap,23.924B
3040,FITB,Beta (5Y Monthly),1.32
3041,FITB,PE Ratio (TTM),10.02
3042,FITB,EPS (TTM),3.48
3043,FITB,Earnings Date,21-Jul-22
3044,FITB,Forward Dividend & Yield,1.20 (3.41%)
3045,FITB,Ex-Dividend Date,29-Jun-22
3046,FITB,1y Target Est,47.27
3047,FRC,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
3048,FE,Previous Close,37.29
3049,FE,Open,37.1
3050,FE,Bid,38.12 x 1100
3051,FE,Ask,38.13 x 1000
3052,FE,Day's Range,37.28 - 38.26
3053,FE,52 Week Range,35.32 - 48.85
3054,FE,Volume,"2,390,850"
3055,FE,Avg. Volume,"4,004,400"
3056,FE,Market Cap,21.787B
3057,FE,Beta (5Y Monthly),0.37
3058,FE,PE Ratio (TTM),17.13
3059,FE,EPS (TTM),2.23
3060,FE,Earnings Date,"Jul 20, 2022 - Jul 25, 2022"
3061,FE,Forward Dividend & Yield,1.56 (4.34%)
3062,FE,Ex-Dividend Date,5-May-22
3063,FE,1y Target Est,46.63
3064,FIS,Previous Close,98.63
3065,FIS,Open,98.5
3066,FIS,Bid,96.89 x 1000
3067,FIS,Ask,96.90 x 900
3068,FIS,Day's Range,95.89 - 98.50
3069,FIS,52 Week Range,85.00 - 152.20
3070,FIS,Volume,"2,580,179"
3071,FIS,Avg. Volume,"3,634,103"
3072,FIS,Market Cap,59.086B
3073,FIS,Beta (5Y Monthly),0.7
3074,FIS,PE Ratio (TTM),65.81
3075,FIS,EPS (TTM),1.47
3076,FIS,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
3077,FIS,Forward Dividend & Yield,1.88 (1.91%)
3078,FIS,Ex-Dividend Date,9-Jun-22
3079,FIS,1y Target Est,132.69
3080,FISV,Previous Close,94.19
3081,FISV,Open,93.47
3082,FISV,Bid,93.07 x 1300
3083,FISV,Ask,93.03 x 800
3084,FISV,Day's Range,92.54 - 94.08
3085,FISV,52 Week Range,87.03 - 119.86
3086,FISV,Volume,"2,901,929"
3087,FISV,Avg. Volume,"3,144,358"
3088,FISV,Market Cap,60.173B
3089,FISV,Beta (5Y Monthly),0.79
3090,FISV,PE Ratio (TTM),36.45
3091,FISV,EPS (TTM),2.55
3092,FISV,Earnings Date,"Jul 25, 2022 - Jul 29, 2022"
3093,FISV,Forward Dividend & Yield,N/A (N/A)
3094,FISV,Ex-Dividend Date,N/A
3095,FISV,1y Target Est,125.94
3096,FLT,Previous Close,249.48
3097,FLT,Open,248.58
3098,FLT,Bid,250.02 x 800
3099,FLT,Ask,250.28 x 800
3100,FLT,Day's Range,245.94 - 250.68
3101,FLT,52 Week Range,200.78 - 282.02
3102,FLT,Volume,"123,152"
3103,FLT,Avg. Volume,"507,028"
3104,FLT,Market Cap,19.365B
3105,FLT,Beta (5Y Monthly),1.22
3106,FLT,PE Ratio (TTM),23.64
3107,FLT,EPS (TTM),10.59
3108,FLT,Earnings Date,"Aug 02, 2022 - Aug 08, 2022"
3109,FLT,Forward Dividend & Yield,N/A (N/A)
3110,FLT,Ex-Dividend Date,N/A
3111,FLT,1y Target Est,296.07
3112,FMC,Previous Close,108.23
3113,FMC,Open,108.69
3114,FMC,Bid,108.64 x 1300
3115,FMC,Ask,108.68 x 900
3116,FMC,Day's Range,107.14 - 109.24
3117,FMC,52 Week Range,87.27 - 140.99
3118,FMC,Volume,"1,083,554"
3119,FMC,Avg. Volume,"1,045,327"
3120,FMC,Market Cap,13.717B
3121,FMC,Beta (5Y Monthly),0.82
3122,FMC,PE Ratio (TTM),18.33
3123,FMC,EPS (TTM),5.94
3124,FMC,Earnings Date,2-Aug-22
3125,FMC,Forward Dividend & Yield,2.12 (1.95%)
3126,FMC,Ex-Dividend Date,29-Jun-22
3127,FMC,1y Target Est,138.75
3128,F,Previous Close,12.01
3129,F,Open,12.12
3130,F,Bid,12.05 x 38800
3131,F,Ask,12.08 x 1800
3132,F,Day's Range,11.90 - 12.18
3133,F,52 Week Range,10.90 - 25.87
3134,F,Volume,"42,736,531"
3135,F,Avg. Volume,"63,099,612"
3136,F,Market Cap,47.545B
3137,F,Beta (5Y Monthly),1.15
3138,F,PE Ratio (TTM),4.2
3139,F,EPS (TTM),2.87
3140,F,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
3141,F,Forward Dividend & Yield,0.40 (3.56%)
3142,F,Ex-Dividend Date,25-Apr-22
3143,F,1y Target Est,17.3
3144,FTNT,Previous Close,59.13
3145,FTNT,Open,58.97
3146,FTNT,Bid,59.07 x 1100
3147,FTNT,Ask,59.76 x 800
3148,FTNT,Day's Range,57.58 - 60.39
3149,FTNT,52 Week Range,47.27 - 74.35
3150,FTNT,Volume,"3,176,252"
3151,FTNT,Avg. Volume,"6,548,861"
3152,FTNT,Market Cap,47.235B
3153,FTNT,Beta (5Y Monthly),1.21
3154,FTNT,PE Ratio (TTM),73.56
3155,FTNT,EPS (TTM),0.8
3156,FTNT,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
3157,FTNT,Forward Dividend & Yield,N/A (N/A)
3158,FTNT,Ex-Dividend Date,N/A
3159,FTNT,1y Target Est,71.59
3160,FTV,Previous Close,56.28
3161,FTV,Open,56.45
3162,FTV,Bid,55.87 x 900
3163,FTV,Ask,55.90 x 1300
3164,FTV,Day's Range,55.59 - 56.64
3165,FTV,52 Week Range,53.05 - 79.87
3166,FTV,Volume,"1,447,222"
3167,FTV,Avg. Volume,"2,761,248"
3168,FTV,Market Cap,19.987B
3169,FTV,Beta (5Y Monthly),1.15
3170,FTV,PE Ratio (TTM),30.64
3171,FTV,EPS (TTM),1.82
3172,FTV,Earnings Date,"Jul 27, 2022 - Aug 01, 2022"
3173,FTV,Forward Dividend & Yield,0.28 (0.50%)
3174,FTV,Ex-Dividend Date,26-May-22
3175,FTV,1y Target Est,76.72
3176,FBHS,Previous Close,58.31
3177,FBHS,Open,57.9
3178,FBHS,Bid,58.29 x 800
3179,FBHS,Ask,76.94 x 900
3180,FBHS,Day's Range,57.42 - 59.10
3181,FBHS,52 Week Range,57.42 - 109.23
3182,FBHS,Volume,"2,983,770"
3183,FBHS,Avg. Volume,"1,664,342"
3184,FBHS,Market Cap,7.621B
3185,FBHS,Beta (5Y Monthly),1.54
3186,FBHS,PE Ratio (TTM),10.36
3187,FBHS,EPS (TTM),5.62
3188,FBHS,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
3189,FBHS,Forward Dividend & Yield,1.12 (1.92%)
3190,FBHS,Ex-Dividend Date,26-May-22
3191,FBHS,1y Target Est,99.64
3192,FOXA,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
3193,FOX,Previous Close,30.35
3194,FOX,Open,30.42
3195,FOX,Bid,30.51 x 900
3196,FOX,Ask,30.55 x 900
3197,FOX,Day's Range,30.10 - 30.58
3198,FOX,52 Week Range,28.96 - 40.91
3199,FOX,Volume,"553,481"
3200,FOX,Avg. Volume,"1,149,290"
3201,FOX,Market Cap,17.756B
3202,FOX,Beta (5Y Monthly),0.94
3203,FOX,PE Ratio (TTM),15.27
3204,FOX,EPS (TTM),2
3205,FOX,Earnings Date,N/A
3206,FOX,Forward Dividend & Yield,0.48 (1.62%)
3207,FOX,Ex-Dividend Date,1-Mar-22
3208,FOX,1y Target Est,51.5
3209,BEN,Previous Close,25.34
3210,BEN,Open,25.43
3211,BEN,Bid,25.09 x 900
3212,BEN,Ask,25.10 x 1800
3213,BEN,Day's Range,24.95 - 25.50
3214,BEN,52 Week Range,22.76 - 38.27
3215,BEN,Volume,"2,183,544"
3216,BEN,Avg. Volume,"3,210,567"
3217,BEN,Market Cap,12.563B
3218,BEN,Beta (5Y Monthly),1.17
3219,BEN,PE Ratio (TTM),6.75
3220,BEN,EPS (TTM),3.72
3221,BEN,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
3222,BEN,Forward Dividend & Yield,1.16 (4.80%)
3223,BEN,Ex-Dividend Date,29-Jun-22
3224,BEN,1y Target Est,26.88
3225,FCX,Previous Close,30.99
3226,FCX,Open,29.76
3227,FCX,Bid,31.01 x 1800
3228,FCX,Ask,31.02 x 1000
3229,FCX,Day's Range,30.72 - 31.61
3230,FCX,52 Week Range,28.87 - 51.99
3231,FCX,Volume,"16,982,761"
3232,FCX,Avg. Volume,"18,582,648"
3233,FCX,Market Cap,44.979B
3234,FCX,Beta (5Y Monthly),2.02
3235,FCX,PE Ratio (TTM),8.97
3236,FCX,EPS (TTM),3.46
3237,FCX,Earnings Date,"Jul 20, 2022 - Jul 25, 2022"
3238,FCX,Forward Dividend & Yield,0.60 (1.77%)
3239,FCX,Ex-Dividend Date,13-Apr-22
3240,FCX,1y Target Est,48.88
3241,GRMN,Previous Close,100.13
3242,GRMN,Open,100.02
3243,GRMN,Bid,100.14 x 1000
3244,GRMN,Ask,100.24 x 800
3245,GRMN,Day's Range,99.21 - 101.45
3246,GRMN,52 Week Range,92.53 - 178.81
3247,GRMN,Volume,"752,134"
3248,GRMN,Avg. Volume,"882,277"
3249,GRMN,Market Cap,19.341B
3250,GRMN,Beta (5Y Monthly),1.02
3251,GRMN,PE Ratio (TTM),18.01
3252,GRMN,EPS (TTM),5.56
3253,GRMN,Earnings Date,27-Apr-22
3254,GRMN,Forward Dividend & Yield,2.92 (2.92%)
3255,GRMN,Ex-Dividend Date,14-Sep-22
3256,GRMN,1y Target Est,N/A
3257,IT,Previous Close,251.29
3258,IT,Open,251.4
3259,IT,Bid,248.78 x 1300
3260,IT,Ask,249.17 x 800
3261,IT,Day's Range,247.71 - 253.37
3262,IT,52 Week Range,221.39 - 369.00
3263,IT,Volume,"251,497"
3264,IT,Avg. Volume,"557,143"
3265,IT,Market Cap,20.007B
3266,IT,Beta (5Y Monthly),1.51
3267,IT,PE Ratio (TTM),26.21
3268,IT,EPS (TTM),9.48
3269,IT,Earnings Date,"Aug 01, 2022 - Aug 05, 2022"
3270,IT,Forward Dividend & Yield,N/A (N/A)
3271,IT,Ex-Dividend Date,19-Jul-99
3272,IT,1y Target Est,312.43
3273,GNRC,Previous Close,224.55
3274,GNRC,Open,228.08
3275,GNRC,Bid,225.13 x 1000
3276,GNRC,Ask,225.39 x 800
3277,GNRC,Day's Range,223.53 - 231.94
3278,GNRC,52 Week Range,197.94 - 524.31
3279,GNRC,Volume,"853,473"
3280,GNRC,Avg. Volume,"1,110,522"
3281,GNRC,Market Cap,14.27B
3282,GNRC,Beta (5Y Monthly),1.14
3283,GNRC,PE Ratio (TTM),29.66
3284,GNRC,EPS (TTM),7.54
3285,GNRC,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
3286,GNRC,Forward Dividend & Yield,N/A (N/A)
3287,GNRC,Ex-Dividend Date,10-Jun-13
3288,GNRC,1y Target Est,386.65
3289,GD,Previous Close,222.33
3290,GD,Open,223.07
3291,GD,Bid,223.84 x 1000
3292,GD,Ask,223.89 x 1000
3293,GD,Day's Range,222.15 - 226.25
3294,GD,52 Week Range,182.66 - 254.99
3295,GD,Volume,"1,249,894"
3296,GD,Avg. Volume,"1,432,124"
3297,GD,Market Cap,62.067B
3298,GD,Beta (5Y Monthly),0.94
3299,GD,PE Ratio (TTM),19.12
3300,GD,EPS (TTM),11.69
3301,GD,Earnings Date,"Jul 26, 2022 - Aug 01, 2022"
3302,GD,Forward Dividend & Yield,5.04 (2.33%)
3303,GD,Ex-Dividend Date,30-Jun-22
3304,GD,1y Target Est,270.2
3305,GE,Previous Close,67
3306,GE,Open,67.47
3307,GE,Bid,66.65 x 1400
3308,GE,Ask,66.80 x 900
3309,GE,Day's Range,66.14 - 67.88
3310,GE,52 Week Range,63.08 - 116.17
3311,GE,Volume,"6,736,227"
3312,GE,Avg. Volume,"7,008,241"
3313,GE,Market Cap,73.425B
3314,GE,Beta (5Y Monthly),1.02
3315,GE,PE Ratio (TTM),N/A
3316,GE,EPS (TTM),-4.54
3317,GE,Earnings Date,26-Jul-22
3318,GE,Forward Dividend & Yield,0.32 (0.49%)
3319,GE,Ex-Dividend Date,27-Jun-22
3320,GE,1y Target Est,98.72
3321,GIS,Previous Close,70.63
3322,GIS,Open,70.57
3323,GIS,Bid,71.00 x 900
3324,GIS,Ask,71.01 x 1000
3325,GIS,Day's Range,70.23 - 71.11
3326,GIS,52 Week Range,56.67 - 73.99
3327,GIS,Volume,"2,872,516"
3328,GIS,Avg. Volume,"3,529,490"
3329,GIS,Market Cap,42.781B
